time,trial
0.056833,1
0.051253,2
0.027823,3
0.020270,4
0.017327,5
0.016206,6
0.016639,7
0.016829,8
0.016658,9
0.016730,10
0.016699,11
0.016866,12
0.015179,13
0.016801,14
0.015298,15
