time,trial
0.006386,1
0.006165,2
0.006167,3
0.006737,4
0.005697,5
0.006202,6
0.006140,7
0.005997,8
0.006219,9
0.006248,10
0.005973,11
0.005956,12
0.004066,13
0.003898,14
0.004071,15
